action_i,action_j,bus_i,bus_j,duration_i_s,duration_j_s,pearson_response_correlation,near_duplicate
25,35,8,9,1.5,2.0,0.8832390899577163,False
25,36,8,1,1.5,2.5,0.6906821394210129,False
25,37,8,2,1.5,2.5,0.6777019981604957,False
25,38,8,3,1.5,2.5,0.6802812151681018,False
25,39,8,4,1.5,2.5,0.6875393281088699,False
25,40,8,5,1.5,2.5,0.685334081252426,False
25,41,8,6,1.5,2.5,0.6812665211105253,False
25,42,8,7,1.5,2.5,0.680552950185852,False
25,43,8,8,1.5,2.5,0.6800432539127533,False
25,44,8,9,1.5,2.5,0.6849456795722443,False
25,45,8,1,1.5,3.0,0.53329079730504,False
25,46,8,2,1.5,3.0,0.5232136331305384,False
25,47,8,3,1.5,3.0,0.5251505204104585,False
25,48,8,4,1.5,3.0,0.5308409041314012,False
25,49,8,5,1.5,3.0,0.5291157394597373,False
25,50,8,6,1.5,3.0,0.5259346693064464,False
25,51,8,7,1.5,3.0,0.5254004366738919,False
25,52,8,8,1.5,3.0,0.5250189031941614,False
25,53,8,9,1.5,3.0,0.528825991833728,False
26,27,9,1,1.5,2.0,0.8885437600264089,False
26,28,9,2,1.5,2.0,0.8839309164413917,False
26,29,9,3,1.5,2.0,0.8850633307924844,False
26,30,9,4,1.5,2.0,0.8874773197364418,False
26,31,9,5,1.5,2.0,0.8867394305319871,False
26,32,9,6,1.5,2.0,0.8853599863280465,False
26,33,9,7,1.5,2.0,0.885044583726119,False
26,34,9,8,1.5,2.0,0.8848182832249194,False
26,35,9,9,1.5,2.0,0.8865677704350524,False
26,36,9,1,1.5,2.5,0.6958404782431808,False
26,37,9,2,1.5,2.5,0.6828794978553736,False
26,38,9,3,1.5,2.5,0.685461456026065,False
26,39,9,4,1.5,2.5,0.692703446959469,False
26,40,9,5,1.5,2.5,0.6905027984235378,False
26,41,9,6,1.5,2.5,0.6864434701735407,False
26,42,9,7,1.5,2.5,0.6857289930880033,False
26,43,9,8,1.5,2.5,0.6852186446830758,False
26,44,9,9,1.5,2.5,0.6901138170534371,False
26,45,9,1,1.5,3.0,0.5392617949810766,False
26,46,9,2,1.5,3.0,0.5292135751784218,False
26,47,9,3,1.5,3.0,0.5311487476816494,False
26,48,9,4,1.5,3.0,0.5368196361331606,False
26,49,9,5,1.5,3.0,0.5351002200808338,False
26,50,9,6,1.5,3.0,0.531929579670329,False
26,51,9,7,1.5,3.0,0.5313957345108488,False
26,52,9,8,1.5,3.0,0.5310144735293244,False
26,53,9,9,1.5,3.0,0.5348106342558093,False
27,28,1,2,2.0,2.0,0.9998566841068708,True
27,29,1,3,2.0,2.0,0.9999228724499202,True
27,30,1,4,2.0,2.0,0.9999922749143972,True
27,31,1,5,2.0,2.0,0.9999783896399632,True
27,32,1,6,2.0,2.0,0.9999343189148518,True
27,33,1,7,2.0,2.0,0.9999189405070436,True
27,34,1,8,2.0,2.0,0.9999067844269437,True
27,35,1,9,2.0,2.0,0.9999734243550686,True
27,36,1,1,2.0,2.5,0.9466467429834934,False
27,37,1,2,2.0,2.5,0.9411294351295204,False
27,38,1,3,2.0,2.5,0.9422648402166055,False
27,39,1,4,2.0,2.5,0.9453430876918906,False
27,40,1,5,2.0,2.5,0.9444178543410768,False
27,41,1,6,2.0,2.5,0.942686409763548,False
27,42,1,7,2.0,2.5,0.9423746903328947,False
27,43,1,8,2.0,2.5,0.9421512873741809,False
27,44,1,9,2.0,2.5,0.944251194597326,False
27,45,1,1,2.0,3.0,0.8498772991651994,False
27,46,1,2,2.0,3.0,0.8451702130331065,False
27,47,1,3,2.0,3.0,0.8460878820236605,False
27,48,1,4,2.0,3.0,0.8487489612074514,False
27,49,1,5,2.0,3.0,0.8479480473769255,False
27,50,1,6,2.0,3.0,0.8464580052429869,False
27,51,1,7,2.0,3.0,0.8462063692167971,False
27,52,1,8,2.0,3.0,0.846026263449939,False
27,53,1,9,2.0,3.0,0.8478132888747912,False
28,29,2,3,2.0,2.0,0.999988263724097,True
28,30,2,4,2.0,2.0,0.9999154161246655,True
28,31,2,5,2.0,2.0,0.9999460506672712,True
28,32,2,6,2.0,2.0,0.9999842214724459,True
28,33,2,7,2.0,2.0,0.9999909534616354,True
28,34,2,8,2.0,2.0,0.9999945883586908,True
28,35,2,9,2.0,2.0,0.9999534776414725,True
28,36,2,1,2.0,2.5,0.9499681793340453,False
28,37,2,2,2.0,2.5,0.9446475963855916,False
28,38,2,3,2.0,2.5,0.945735905371511,False
28,39,2,4,2.0,2.5,0.9487116417146482,False
28,40,2,5,2.0,2.5,0.9478183311288948,False
28,41,2,6,2.0,2.5,0.9461452635382465,False
28,42,2,7,2.0,2.5,0.9458468685254595,False
28,43,2,8,2.0,2.5,0.9456329641969018,False
28,44,2,9,2.0,2.5,0.947659152020659,False
28,45,2,1,2.0,3.0,0.8556340011636531,False
28,46,2,2,2.0,3.0,0.8510355593960512,False
28,47,2,3,2.0,3.0,0.8519290948454329,False
28,48,2,4,2.0,3.0,0.8545319109572117,False
28,49,2,5,2.0,3.0,0.8537489961387487,False
28,50,2,6,2.0,3.0,0.8522918940961233,False
28,51,2,7,2.0,3.0,0.8520470417320914,False
28,52,2,8,2.0,3.0,0.8518717723051695,False
28,53,2,9,2.0,3.0,0.8536180160983687,False
29,30,3,4,2.0,2.0,0.9999638444659429,True
29,31,3,5,2.0,2.0,0.9999828285288742,True
29,32,3,6,2.0,2.0,0.9999994768860682,True
29,33,3,7,2.0,2.0,0.9999995035256719,True
29,34,3,8,2.0,2.0,0.9999983495271353,True
29,35,3,9,2.0,2.0,0.9999864680278989,True
29,36,3,1,2.0,2.5,0.9491920513314449,False
29,37,3,2,2.0,2.5,0.943821849995636,False
29,38,3,3,2.0,2.5,0.944923138795263,False
29,39,3,4,2.0,2.5,0.9479237810770925,False
29,40,3,5,2.0,2.5,0.9470226381673237,False
29,41,3,6,2.0,2.5,0.945335246210027,False
29,42,3,7,2.0,2.5,0.9450331557544038,False
29,43,3,8,2.0,2.5,0.9448166168862883,False
29,44,3,9,2.0,2.5,0.9468613699274087,False
29,45,3,1,2.0,3.0,0.8542506942217116,False
29,46,3,2,2.0,3.0,0.8496263257969191,False
29,47,3,3,2.0,3.0,0.8505261847236083,False
29,48,3,4,2.0,3.0,0.8531424161975935,False
29,49,3,5,2.0,3.0,0.8523553181196462,False
29,50,3,6,2.0,3.0,0.8508905612815263,False
29,51,3,7,2.0,3.0,0.8506439184679749,False
29,52,3,8,2.0,3.0,0.8504673724746747,False
29,53,3,9,2.0,3.0,0.8522233325914023,False
30,31,4,5,2.0,2.0,0.99999649775945,True
30,32,4,6,2.0,2.0,0.999971607160322,True
30,33,4,7,2.0,2.0,0.9999612620024898,True
30,34,4,8,2.0,2.0,0.9999527005805984,True
30,35,4,9,2.0,2.0,0.9999943496210364,True
30,36,4,1,2.0,2.5,0.947454560798224,False
30,37,4,2,2.0,2.5,0.9419832633708638,False
30,38,4,3,2.0,2.5,0.9431077970297648,False
30,39,4,4,2.0,2.5,0.9461619461746695,False
30,40,4,5,2.0,2.5,0.9452442077201011,False
30,41,4,6,2.0,2.5,0.9435264679626304,False
30,42,4,7,2.0,2.5,0.9432178213732455,False
30,43,4,8,2.0,2.5,0.9429966089162964,False
30,44,4,9,2.0,2.5,0.945079271389792,False
30,45,4,1,2.0,3.0,0.8512550184965345,False
30,46,4,2,2.0,3.0,0.8465735036537059,False
30,47,4,3,2.0,3.0,0.8474855652414082,False
30,48,4,4,2.0,3.0,0.8501328687567016,False
30,49,4,5,2.0,3.0,0.8493362058461862,False
30,50,4,6,2.0,3.0,0.8478539429483369,False
30,51,4,7,2.0,3.0,0.8476038814956153,False
30,52,4,8,2.0,3.0,0.8474248982774641,False
30,53,4,9,2.0,3.0,0.849202323389448,False
31,32,5,6,2.0,2.0,0.9999880486365942,True
31,33,5,7,2.0,2.0,0.9999810002552936,True
31,34,5,8,2.0,2.0,0.9999747933444493,True
31,35,5,9,2.0,2.0,0.9999996938222849,True
31,36,5,1,2.0,2.5,0.9479983805749803,False
31,37,5,2,2.0,2.5,0.9425583864071626,False
31,38,5,3,2.0,2.5,0.9436756433691671,False
31,39,5,4,2.0,2.5,0.946713293438101,False
31,40,5,5,2.0,2.5,0.9458006779026468,False
31,41,5,6,2.0,2.5,0.9440923059966392,False
31,42,5,7,2.0,2.5,0.9437857135670604,False
31,43,5,8,2.0,2.5,0.9435659654329246,False
31,44,5,9,2.0,2.5,0.9456368919957513,False
31,45,5,1,2.0,3.0,0.8521876636119865,False
31,46,5,2,2.0,3.0,0.8475237234126973,False
31,47,5,3,2.0,3.0,0.84843199236983,False
31,48,5,4,2.0,3.0,0.8510697748328758,False
31,49,5,5,2.0,3.0,0.8502760455948669,False
31,50,5,6,2.0,3.0,0.8487991517541273,False
31,51,5,7,2.0,3.0,0.8485501538143712,False
31,52,5,8,2.0,3.0,0.8483719287976761,False
31,53,5,9,2.0,3.0,0.8501427538989809,False
32,33,6,7,2.0,2.0,0.9999990418378728,True
32,34,6,8,2.0,2.0,0.9999971844968134,True
32,35,6,9,2.0,2.0,0.9999911450925202,True
32,36,6,1,2.0,2.5,0.9489855165268736,False
32,37,6,2,2.0,2.5,0.943603449968182,False
32,38,6,3,2.0,2.5,0.9447072439638861,False
32,39,6,4,2.0,2.5,0.9477143588101048,False
32,40,6,5,2.0,2.5,0.9468112238121469,False
32,41,6,6,2.0,2.5,0.9451201888971097,False
32,42,6,7,2.0,2.5,0.9448173968036082,False
32,43,6,8,2.0,2.5,0.9446003577887511,False
32,44,6,9,2.0,2.5,0.946649566120365,False
32,45,6,1,2.0,3.0,0.8538948312989505,False
32,46,6,2,2.0,3.0,0.8492634434978492,False
32,47,6,3,2.0,3.0,0.8501646894305491,False
32,48,6,4,2.0,3.0,0.8527848345908098,False
32,49,6,5,2.0,3.0,0.8519965394911828,False
32,50,6,6,2.0,3.0,0.8505295913800385,False
32,51,6,7,2.0,3.0,0.8502825627007958,False
32,52,6,8,2.0,3.0,0.8501057416257218,False
32,53,6,9,2.0,3.0,0.8518643415884487,False
33,34,7,8,2.0,2.0,0.9999995112747839,True
33,35,7,9,2.0,2.0,0.9999851796703447,True
33,36,7,1,2.0,2.5,0.9492069581318792,False
33,37,7,2,2.0,2.5,0.9438388717508798,False
33,38,7,3,2.0,2.5,0.9449389838772756,False
33,39,7,4,2.0,2.5,0.9479391028970485,False
33,40,7,5,2.0,2.5,0.9470381697847938,False
33,41,7,6,2.0,2.5,0.9453511617268102,False
33,42,7,7,2.0,2.5,0.9450494183864014,False
33,43,7,8,2.0,2.5,0.9448331270425558,False
33,44,7,9,2.0,2.5,0.9468771052991204,False
33,45,7,1,2.0,3.0,0.8542870946759765,False
33,46,7,2,2.0,3.0,0.8496629729052071,False
33,47,7,3,2.0,3.0,0.8505624330129087,False
33,48,7,4,2.0,3.0,0.8531788303917762,False
33,49,7,5,2.0,3.0,0.8523917049725077,False
33,50,7,6,2.0,3.0,0.8509268970965936,False
33,51,7,7,2.0,3.0,0.8506803743611251,False
33,52,7,8,2.0,3.0,0.8505039140161125,False
33,53,7,9,2.0,3.0,0.85225979139343,False
34,35,8,9,2.0,2.0,0.9999797461914545,True
34,36,8,1,2.0,2.5,0.9493639984387647,False
34,37,8,2,2.0,2.5,0.944005903254869,False
34,38,8,3,2.0,2.5,0.9451033844618408,False
34,39,8,4,2.0,2.5,0.9480985033884154,False
34,40,8,5,2.0,2.5,0.9471991439661792,False
34,41,8,6,2.0,2.5,0.9455150139534961,False
34,42,8,7,2.0,2.5,0.9452140199966922,False
34,43,8,8,2.0,2.5,0.9449982629004687,False
34,44,8,9,2.0,2.5,0.9470385033426214,False
34,45,8,1,2.0,3.0,0.8545662441630614,False
34,46,8,2,2.0,3.0,0.849947317469517,False
34,47,8,3,2.0,3.0,0.8508455010363202,False
34,48,8,4,2.0,3.0,0.8534592185379956,False
34,49,8,5,2.0,3.0,0.8526729294711575,False
34,50,8,6,2.0,3.0,0.8512096519493019,False
34,51,8,7,2.0,3.0,0.8509634908617852,False
34,52,8,8,2.0,3.0,0.8507872883669756,False
34,53,8,9,2.0,3.0,0.8525412191182687,False
35,36,9,1,2.0,2.5,0.9481246581152443,False
35,37,9,2,2.0,2.5,0.9426924279198664,False
35,38,9,3,2.0,2.5,0.9438076235152667,False
35,39,9,4,2.0,2.5,0.9468414029187963,False
35,40,9,5,2.0,2.5,0.9459300069315225,False
35,41,9,6,2.0,2.5,0.9442238652242785,False
35,42,9,7,2.0,2.5,0.9439178603003615,False
35,43,9,8,2.0,2.5,0.9436985310046245,False
35,44,9,9,2.0,2.5,0.9457665535555875,False
35,45,9,1,2.0,3.0,0.8524085946527076,False
35,46,9,2,2.0,3.0,0.8477486616899075,False
35,47,9,3,2.0,3.0,0.8486559364522563,False
35,48,9,4,2.0,3.0,0.8512916601641641,False
35,49,9,5,2.0,3.0,0.8504985741785666,False
35,50,9,6,2.0,3.0,0.8490228572212096,False
35,51,9,7,2.0,3.0,0.8487741411549412,False
35,52,9,8,2.0,3.0,0.8485961171080043,False
35,53,9,9,2.0,3.0,0.8503654410219612,False
36,37,1,2,2.5,2.5,0.9997466289886869,True
36,38,1,3,2.5,2.5,0.9998385281619488,True
36,39,1,4,2.5,2.5,0.9999849566743585,True
36,40,1,5,2.5,2.5,0.9999567450637667,True
36,41,1,6,2.5,2.5,0.9998672006422719,True
36,42,1,7,2.5,2.5,0.9998458897021908,True
36,43,1,8,2.5,2.5,0.9998295367198148,True
36,44,1,9,2.5,2.5,0.9999500206354828,True
36,45,1,1,2.5,3.0,0.967597458639288,False
36,46,1,2,2.5,3.0,0.9666578049015648,False
36,47,1,3,2.5,3.0,0.9668569908365627,False
36,48,1,4,2.5,3.0,0.9673933284237908,False
36,49,1,5,2.5,3.0,0.9672397419459706,False
36,50,1,6,2.5,3.0,0.9669363440531575,False
36,51,1,7,2.5,3.0,0.9668836936225784,False
36,52,1,8,2.5,3.0,0.9668454885021142,False
36,53,1,9,2.5,3.0,0.9672138359578067,False
37,38,2,3,2.5,2.5,0.9999880901360781,True
37,39,2,4,2.5,2.5,0.9998549606978233,True
37,40,2,5,2.5,2.5,0.9999124002201223,True
37,41,2,6,2.5,2.5,0.9999798322062842,True
37,42,2,7,2.5,2.5,0.9999874699015079,True
37,43,2,8,2.5,2.5,0.99999176229232,True
37,44,2,9,2.5,2.5,0.999921643557314,True
37,45,2,1,2.5,3.0,0.9687043291104058,False
37,46,2,2,2.5,3.0,0.9681426892536235,False
37,47,2,3,2.5,3.0,0.9682649712779056,False
37,48,2,4,2.5,3.0,0.9685920274549229,False
37,49,2,5,2.5,3.0,0.9685023943572919,False
37,50,2,6,2.5,3.0,0.9683164636364618,False
37,51,2,7,2.5,3.0,0.9682852092375249,False
37,52,2,8,2.5,3.0,0.9682622698054164,False
37,53,2,9,2.5,3.0,0.9684882422618323,False
38,39,3,4,2.5,2.5,0.9999219329133645,True
38,40,3,5,2.5,2.5,0.9999623342752177,True
38,41,3,6,2.5,2.5,0.9999985381716059,True
38,42,3,7,2.5,2.5,0.999999468714564,True
38,43,3,8,2.5,2.5,0.9999989777251185,True
38,44,3,9,2.5,2.5,0.9999678363489708,True
38,45,3,1,2.5,3.0,0.9684916530496362,False
38,46,3,2,2.5,3.0,0.9678537412824207,False
38,47,3,3,2.5,3.0,0.9679933879107027,False
38,48,3,4,2.5,3.0,0.9683610726337801,False
38,49,3,5,2.5,3.0,0.9682589025049979,False
38,50,3,6,2.5,3.0,0.9680499441615715,False
38,51,3,7,2.5,3.0,0.9680138109303378,False
38,52,3,8,2.5,3.0,0.9679873905303,False
38,53,3,9,2.5,3.0,0.9682420391717166,False
39,40,4,5,2.5,2.5,0.9999927109470453,True
39,41,4,6,2.5,2.5,0.9999415104015212,True
39,42,4,7,2.5,2.5,0.9999271421283332,True
39,43,4,8,2.5,2.5,0.999915740414937,True
39,44,4,9,2.5,2.5,0.9999898105920507,True
39,45,4,1,2.5,3.0,0.9679087686724412,False
39,46,4,2,2.5,3.0,0.9670612757043282,False
39,47,4,3,2.5,3.0,0.9672419625549041,False
39,48,4,4,2.5,3.0,0.9677270612471833,False
39,49,4,5,2.5,3.0,0.9675891166204516,False
39,50,4,6,2.5,3.0,0.9673144482054529,False
39,51,4,7,2.5,3.0,0.9672669382104784,False
39,52,4,8,2.5,3.0,0.9672324006720276,False
39,53,4,9,2.5,3.0,0.9675660304496531,False
40,41,5,6,2.5,2.5,0.9999755167992381,True
40,42,5,7,2.5,2.5,0.9999658870312094,True
40,43,5,8,2.5,2.5,0.9999578646775157,True
40,44,5,9,2.5,2.5,0.9999997051049656,True
40,45,5,1,2.5,3.0,0.9681050994218116,False
40,46,5,2,2.5,3.0,0.9673217264150746,False
40,47,5,3,2.5,3.0,0.9674897359463559,False
40,48,5,4,2.5,3.0,0.9679390180213074,False
40,49,5,5,2.5,3.0,0.9678119943439095,False
40,50,5,6,2.5,3.0,0.9675573849629304,False
40,51,5,7,2.5,3.0,0.9675133925602942,False
40,52,5,8,2.5,3.0,0.9674813647556566,False
40,53,5,9,2.5,3.0,0.9677908344059126,False
41,42,6,7,2.5,2.5,0.9999990549555112,True
41,43,6,8,2.5,2.5,0.9999972263297625,True
41,44,6,9,2.5,2.5,0.9999799969969759,True
41,45,6,1,2.5,3.0,0.9684282942409271,False
41,46,6,2,2.5,3.0,0.9677624649939247,False
41,47,6,3,2.5,3.0,0.9679072341611371,False
41,48,6,4,2.5,3.0,0.9682908572981895,False
41,49,6,5,2.5,3.0,0.9681838535017012,False
41,50,6,6,2.5,3.0,0.9679660164067065,False
41,51,6,7,2.5,3.0,0.9679284724387537,False
41,52,6,8,2.5,3.0,0.9679010454912368,False
41,53,6,9,2.5,3.0,0.9681662246141797,False
42,43,7,8,2.5,2.5,0.9999995193347739,True
42,44,7,9,2.5,2.5,0.9999714224877146,True
42,45,7,1,2.5,3.0,0.9684924069870056,False
42,46,7,2,2.5,3.0,0.9678478135726765,False
42,47,7,3,2.5,3.0,0.9679877003220319,False
42,48,7,4,2.5,3.0,0.9683600529458758,False
42,49,7,5,2.5,3.0,0.9682565302898088,False
42,50,7,6,2.5,3.0,0.968045087131916,False
42,51,7,7,2.5,3.0,0.9680089160651161,False
42,52,7,8,2.5,3.0,0.9679824686571301,False
42,53,7,9,2.5,3.0,0.9682396650697387,False
43,44,8,9,2.5,2.5,0.9999641527099409,True
43,45,8,1,2.5,3.0,0.9685370152520874,False
43,46,8,2,2.5,3.0,0.9679075675413693,False
43,47,8,3,2.5,3.0,0.9680439721093921,False
43,48,8,4,2.5,3.0,0.9684082863875129,False
43,49,8,5,2.5,3.0,0.9683072465327948,False
43,50,8,6,2.5,3.0,0.9681003636508922,False
43,51,8,7,2.5,3.0,0.9680651717445917,False
43,52,8,8,2.5,3.0,0.9680394229502141,False
43,53,8,9,2.5,3.0,0.9682909259604178,False
44,45,9,1,2.5,3.0,0.9681457411603639,False
44,46,9,2,2.5,3.0,0.9673740581963199,False
44,47,9,3,2.5,3.0,0.9675393491392825,False
44,48,9,4,2.5,3.0,0.9679824537905487,False
44,49,9,5,2.5,3.0,0.9678573403245807,False
44,50,9,6,2.5,3.0,0.9676062393781181,False
44,51,9,7,2.5,3.0,0.9675630121453452,False
44,52,9,8,2.5,3.0,0.9675315302717176,False
44,53,9,9,2.5,3.0,0.9678366064795719,False
45,46,1,2,3.0,3.0,0.9998539185254233,True
45,47,1,3,3.0,3.0,0.9999065155672741,True
45,48,1,4,3.0,3.0,0.9999913703495085,True
45,49,1,5,3.0,3.0,0.9999751130363285,True
45,50,1,6,3.0,3.0,0.9999232908464892,True
45,51,1,7,3.0,3.0,0.9999111361516012,True
45,52,1,8,3.0,3.0,0.9999018020520813,True
45,53,1,9,3.0,3.0,0.9999713016556204,True
46,47,2,3,3.0,3.0,0.9999931621203945,True
46,48,2,4,3.0,3.0,0.9999162388145114,True
46,49,2,5,3.0,3.0,0.9999494071089897,True
46,50,2,6,3.0,3.0,0.9999883900576506,True
46,51,2,7,3.0,3.0,0.9999927680249318,True
46,52,2,8,3.0,3.0,0.9999952303631628,True
46,53,2,9,3.0,3.0,0.9999546746147818,True
47,48,3,4,3.0,3.0,0.9999546168030004,True
47,49,3,5,3.0,3.0,0.9999780451376784,True
47,50,3,6,3.0,3.0,0.9999991332355096,True
47,51,3,7,3.0,3.0,0.9999996661524193,True
47,52,3,8,3.0,3.0,0.9999993849589499,True
47,53,3,9,3.0,3.0,0.9999811744514371,True
48,49,4,5,3.0,3.0,0.9999957880436504,True
48,50,4,6,3.0,3.0,0.9999660950926297,True
48,51,4,7,3.0,3.0,0.9999578901634063,True
48,52,4,8,3.0,3.0,0.9999513742976615,True
48,53,4,9,3.0,3.0,0.9999941421385363,True
49,50,5,6,3.0,3.0,0.999985783343372,True
49,51,5,7,3.0,3.0,0.9999802796024704,True
49,52,5,8,3.0,3.0,0.9999756910948042,True
49,53,5,9,3.0,3.0,0.9999998321612384,True
50,51,6,7,3.0,3.0,0.99999945899417,True
50,52,6,8,3.0,3.0,0.9999984115231221,True
50,53,6,9,3.0,3.0,0.9999883310068655,True
51,52,7,8,3.0,3.0,0.9999997245670578,True
51,53,7,9,3.0,3.0,0.9999834295742569,True
52,53,8,9,3.0,3.0,0.9999792708240938,True
